Ra226,,
34.8,0,a
186.211,3.59,a
187.1,0,a
262.27,0.005,a
414.6,0.0003,a
449.37,0.00019,a
600.66,0.00049,a
Bi207,,
328.12,0.00067,e+b+
569.702,97.74,e+b+
897.8,0.121,e+b+
1063.662,74.5,e+b+
1442.2,0.13,e+b+
1770.237,6.87,e+b+
Cs137,,
283.53,0.00058,b-
661.657,85.1,b-
Co60,,
346.93,0.0076,b-
826.06,0.0076,b-
1173.237,99.9736,b-
1332.501,99.9856,b-
2158.57,0.00111,b-
2505,0.000002,b-
